OBJID,RADEG,DECDEG,MAG0,PRI
201732894,165.565928,4.199225,10.033,1.0
201732947,167.000967,4.200151,12.2609997,1.0
201732960,166.428268,4.200457,13.6409998,1.0
201733650,165.013224,4.212113,10.9749994,1.0
201734549,166.423648,4.226705,10.6929998,1.0
201734621,165.972679,4.227806,11.7629995,1.0
201735719,166.649925,4.245571,12.1889992,1.0
201736203,165.699207,4.254022,13.7699995,1.0
201736284,166.373932,4.255605,11.3529997,1.0
201736924,165.112257,4.26618,13.316,1.0
201737163,166.624769,4.270152,13.9439993,1.0
201738099,166.62907,4.2846,13.5239992,1.0
201739255,165.08607,4.302671,12.9790001,1.0
201739642,166.51938,4.309038,12.2929993,1.0
201739869,166.011868,4.313002,11.7479992,1.0
201739989,165.75737,4.314789,13.0939999,1.0
201740881,166.24091,4.329697,12.7889996,1.0
201741401,165.252919,4.33776,12.3889999,1.0
201742372,165.06213,4.353878,10.4279995,1.0
201744086,165.825108,4.381321,13.3269997,1.0
201744333,165.609026,4.386234,11.9949999,1.0
201744685,165.417796,4.392604,13.8189993,1.0
201747321,165.041564,4.437286,11.4239998,1.0
201748599,165.557528,4.459835,11.6639996,1.0
201749018,165.177061,4.466833,12.7879992,1.0
201749154,165.112381,4.469277,11.6949997,1.0
201750456,165.174804,4.490386,13.9419994,1.0
201751953,165.0818,4.516777,12.4029999,1.0
201786682,164.339362,5.124752,9.2369995,1.0
201786861,164.130221,5.127651,13.4049997,1.0
201788714,164.513685,5.160607,12.6589994,1.0
201788816,164.49164,5.162315,12.6379995,1.0
201788837,164.019658,5.162722,12.1219997,1.0
201789357,164.281972,5.173332,12.5769997,1.0
201791163,163.934927,5.206639,13.2919998,1.0
201792149,164.154634,5.2256,12.8529997,1.0
201792647,164.023402,5.234401,12.8369999,1.0
201793325,163.607944,5.24689,13.3789997,1.0
201794849,164.128948,5.273337,9.0029993,1.0
201795389,164.325214,5.282579,11.0959997,1.0
201795885,163.585391,5.292129,12.1440001,1.0
201796584,164.526149,5.305021,13.3719997,1.0
201797006,163.707085,5.312195,12.1829996,1.0
201797457,164.441732,5.3205,12.3669996,1.0
201798498,164.463264,5.339272,12.0219994,1.0
201802306,163.909307,5.408202,12.6139994,1.0
201803213,163.588454,5.425845,12.3899994,1.0
201803407,163.773054,5.429646,11.9959993,1.0
201803544,163.317394,5.431966,12.6009998,1.0
201804269,163.495797,5.446049,11.2939997,1.0
201804728,164.331755,5.454902,11.1679993,1.0
201805586,164.492047,5.469984,12.5009995,1.0
201805598,163.637897,5.470193,13.0509996,1.0
201807082,163.471337,5.497663,9.5469999,1.0
201807623,164.087559,5.507873,12.8799992,1.0
201809351,163.811313,5.539419,11.9299994,1.0
201811312,163.311118,5.576843,12.7329998,1.0
201812314,164.172134,5.595669,12.9219999,1.0
201812535,164.426098,5.599818,12.6349993,1.0
201813554,163.712028,5.618123,13.5899992,1.0
201814313,164.209669,5.631404,9.474,1.0
201814668,163.886373,5.637575,13.8249998,1.0
201814960,163.627439,5.643137,13.3899994,1.0
201816095,163.473447,5.663793,11.2909994,1.0
201818014,163.842181,5.698294,12.5939999,1.0
201818671,163.509225,5.708745,13.2649994,1.0
201818675,163.528593,5.708793,12.2969999,1.0
201820448,164.517991,5.740888,12.9969997,1.0
201820874,164.297434,5.748552,12.5419998,1.0
201822543,163.574336,5.779694,13.3149996,1.0
201824211,164.615472,5.809132,10.8069992,1.0
201824875,163.551114,5.821605,11.8649998,1.0
201825232,164.524109,5.828074,12.6749992,1.0
201826131,163.655991,5.844203,13.1359997,1.0
201826322,163.689879,5.84786,7.6010003,1.0
201827064,163.546395,5.861208,12.2749996,1.0
201827673,164.451463,5.87311,11.6939993,1.0
201830160,163.514475,5.921238,13.3359995,1.0
